-601.854	0.093	11636330cytbx_znh6_0106
-601.844	0.094	11636341cytbx_znh17_0046
-601.770	0.088	11636325cytbx_znh1_0190
-601.769	0.070	11636342cytbx_znh18_0322
-601.729	0.093	11636330cytbx_znh6_0179
-601.701	0.093	11636343cytbx_znh19_0475
-601.641	0.083	11636330cytbx_znh6_0110
-601.586	0.083	11636317cytbx_znh20_0212
-601.565	0.097	11636341cytbx_znh17_0113
-601.560	0.096	11636338cytbx_znh14_0287
-601.510	0.093	11636337cytbx_znh13_0172
-601.499	0.084	11636343cytbx_znh19_0065
-601.491	0.101	11636326cytbx_znh2_0456
-601.392	0.094	11636342cytbx_znh18_0066
-601.340	0.097	11636343cytbx_znh19_0495
-601.326	0.089	11636338cytbx_znh14_0400
-601.310	0.093	11636317cytbx_znh20_0263
-601.298	0.086	11636317cytbx_znh20_0491
-601.286	0.097	11636330cytbx_znh6_0141
-601.251	0.094	11636328cytbx_znh4_0413
-601.243	0.091	11636339cytbx_znh15_0042
-601.230	0.092	11636336cytbx_znh12_0403
-601.154	0.092	11636333cytbx_znh9_0329
-601.148	0.073	11636341cytbx_znh17_0308
-601.140	0.083	11636339cytbx_znh15_0234
-601.114	0.082	11636340cytbx_znh16_0012
-601.111	0.091	11636339cytbx_znh15_0059
-600.960	0.081	11636331cytbx_znh7_0396
-600.827	0.091	11636317cytbx_znh20_0186
-600.813	0.091	11636341cytbx_znh17_0185
-600.783	0.091	11636340cytbx_znh16_0433
-600.751	0.090	11636338cytbx_znh14_0255
-600.704	0.087	11636317cytbx_znh20_0315
-600.652	0.100	11636334cytbx_znh10_0147
-600.593	0.095	11636340cytbx_znh16_0288
-600.519	0.096	11636339cytbx_znh15_0106
-600.424	0.090	11636338cytbx_znh14_0249
-600.375	0.083	11636338cytbx_znh14_0151
-600.362	0.078	11636330cytbx_znh6_0188
-600.320	0.078	11636338cytbx_znh14_0030
-600.269	0.099	11636341cytbx_znh17_0259
-600.266	0.086	11636341cytbx_znh17_0200
-600.211	0.113	11636330cytbx_znh6_0302
-600.164	0.087	11636325cytbx_znh1_0423
-600.138	0.090	11636341cytbx_znh17_0074
-600.112	0.095	11636341cytbx_znh17_0171
-600.055	0.091	11636326cytbx_znh2_0129
-600.048	0.095	11636330cytbx_znh6_0071
-600.037	0.082	11636317cytbx_znh20_0032
-600.037	0.088	11636334cytbx_znh10_0442
-600.034	0.095	11636333cytbx_znh9_0362
-600.025	0.096	11636336cytbx_znh12_0231
-599.983	0.086	11636333cytbx_znh9_0357
-599.974	0.090	11636334cytbx_znh10_0346
-599.911	0.101	11636341cytbx_znh17_0196
-599.901	0.088	11636341cytbx_znh17_0394
-599.813	0.084	11636337cytbx_znh13_0207
-599.790	0.083	11636326cytbx_znh2_0476
-599.785	0.077	11636339cytbx_znh15_0148
-599.784	0.088	11636341cytbx_znh17_0169
-599.782	0.087	11636341cytbx_znh17_0342
-599.774	0.092	11636339cytbx_znh15_0019
-599.705	0.092	11636341cytbx_znh17_0369
-599.704	0.081	11636332cytbx_znh8_0222
